1989 Jan,507.8,51.6,665.7,89.9,160.7,394.4,153,61.7,214.8,232.3,37.8,86.9,129.4,334.6,2140,483.2,22.4,560.6,108,108.5,301,38.6,163.4,142,58.1,55.4,197.8,96.1,1532,294.2,336.3,49.7,80.8,38,168.6,73.2,32.8,106,98.8,21.8,30.4,56.3,160.6,75.5,993.5,132.9,61,162,18.1,79.6,10.2,38.3,67,12.3,20.4,55.4,34.2,61,463.4,182.9,24.3,16.5,223.6,49.3,104,35.4,15,50.4,60.9,15.9,19.7,26.8,82.7,21.2,45.8,567.4,48.2,52.9,6.6,3.3,8.5,14.5,134.1,25.6,26.7,0.6,50.9,24.4,1.5,28.5,5.8,6.4,18.3,6.9,3.8,10.7,12.5,1.9,4.2,14,99.1,1699.2,112.2,244.7,2056.1,296.5,433.6,359.1,1089.2,432.6,165.4,598,631.5,122.2,218.5,300.9,872.7,378.9,5980.3,160.7,598,52.9,6.4,58.1,153,134.1,5.8,21.8,6.9,3.3,1699.2,232.3,334.6
1989 Feb,503.2,52.3,652.8,86.2,155.2,375,124.6,52.2,176.8,193.8,34.3,81.7,120.6,329.9,1984.8,465.5,23.4,542.5,100.9,93.8,279,36.1,154.3,130.4,53,54.7,187.2,96.6,1461.4,280.7,317.2,46.2,75.4,33.7,155.3,58.3,27.1,85.4,89.7,19.8,27.8,51.6,146.2,59.9,895.6,128.2,54.9,155.5,14.6,72.9,9.2,31.2,57.7,11.9,19.8,54.2,30.4,54.9,426.4,176,25.2,16,217.2,44.7,96.7,32,13.5,45.6,52.1,13.9,18.4,24.4,73.2,21,45.4,530.1,46.5,50.9,6.3,3.3,7.8,13.2,131.7,24.8,25.9,0.6,49.1,24.4,1.6,28.3,6.8,5.9,19,5.4,3.7,9.2,10.7,2,4.4,14.5,95,1649.2,114.1,226.9,1990.2,287.1,404.7,329.6,1021.5,371.8,145.2,517,552,114.8,203.1,284.1,832.7,343.1,5574.1,155.2,517,50.9,5.9,53,124.6,131.7,6.8,19.8,5.4,3.3,1649.2,193.8,329.9
1989 Mar,578.3,66.8,750.5,94,161,403,148.9,61.2,210.1,265.8,41.4,86.9,133.2,352.1,2247.5,536.3,25.1,620.4,116.7,104.7,314.8,39.7,171.7,166.5,60.5,58.7,206.8,97.5,1660.7,315.1,355.3,47.3,80.9,38.1,166.3,66,30.4,96.4,110.4,22.1,35,56.8,164.5,66.6,1006.2,140.2,64.9,171.9,17.1,78.8,10.7,35.9,73.3,12.7,22.6,60.5,36.2,64.9,485.3,196,29.3,17.8,243.1,51.3,101.2,37.3,15.4,52.7,67.5,16.1,18.9,27.3,77.4,23.4,53.2,595.2,53,57.8,8.1,3.5,8,13.9,143.8,28.8,30,0.7,54.8,26.6,3,32.1,7,4,17.3,7.5,4.2,11.7,15,2,4.4,15.1,105.5,1874.1,138.9,248.3,2261.2,304.7,450.3,352,1107,428,165,593,719,130.8,225.5,311.8,905.5,365.9,6299,161,593,57.8,4,60.5,148.9,143.8,7,22.1,7.5,3.5,1874.1,265.8,352.1
1989 Apr,546.5,70.1,717.2,97.2,149.3,390.5,163.8,63.7,227.5,253.5,38.3,81.3,129.3,335.2,2181.4,483,22.4,563.2,120.5,101.2,318.9,42.1,183.5,161.1,57.2,55.4,194.9,98.5,1601.1,300.6,338.7,48.1,80.3,34.3,162.6,67.7,30.2,97.9,101.4,20.8,36.9,53.3,160.1,65.4,971.6,127.4,64.5,156.2,15.4,76,11,38.5,77.7,12.4,21.1,56.4,35.8,64.5,469.3,177.5,24.4,16.4,218.3,50.8,98.4,42.8,15.1,58,68.8,15.2,17.7,25,70,21.1,49.1,562.6,48.9,53.2,7.8,3.1,7.1,12.2,135.3,26.6,27.8,0.6,52.2,25,2.5,30,6.7,4.3,17.5,8,4.2,12.2,14.7,2,4.1,14.6,102.2,1735.5,131.4,237.6,2104.6,312.8,447.4,328.9,1089,462.7,169.6,632.3,697.6,123.2,217,296.2,858.2,358.1,6075.7,149.3,632.3,53.2,4.3,57.2,163.8,135.3,6.7,20.8,8,3.1,1735.5,253.5,335.2
1989 May,540.7,73.5,718,109.7,165.6,444.1,172.4,69.4,241.8,276.5,44.8,88.9,142.8,368.7,2314.2,495.4,22.5,578.2,136.7,107.5,343.8,45.2,195,176.7,62.8,62.1,214.7,97.5,1691.4,300.4,341,51.4,88.8,34.6,174.8,77.1,34.1,111.2,117.1,24.1,41.8,60,177.6,68.9,1035.7,132.6,63.8,162.1,15.9,82.8,11.7,40.6,81.9,12.4,22.6,60.3,34.6,63.8,491.6,183.5,23.3,17.5,224.3,60.1,111,45.9,16.1,62,75.6,15.6,19.3,26.2,75.1,22.6,47.7,595.7,50.3,55,9,3.1,7.2,12.5,143.6,28.6,29.8,0.8,58.5,25.3,2.7,30.5,7.6,4,18.4,8.2,4.4,12.7,15.3,2.1,4.3,15.9,107.2,1756.7,134.8,247.5,2139,337.3,512.4,353.9,1203.6,494.9,184.6,679.5,764.8,137.7,237.7,326.3,940.9,364.3,6437.8,165.6,679.5,55,4,62.8,172.4,143.6,7.6,24.1,8.2,3.1,1756.7,276.5,368.7
1989 Jun,546.9,67.7,722,112.4,140.1,426.4,167.5,69.3,236.8,274.1,44.1,85.7,127.6,344.9,2289.2,496.5,22.4,578.8,121.7,94,312.6,41,180.2,192.2,58.6,54.7,200.6,94.4,1641.8,315.6,357.3,54.4,91.9,33.1,179.4,82.8,35.5,118.3,127.8,22.7,40.5,55.8,162.4,68.6,1064.3,132.9,57.6,160.1,17.6,81.7,11.7,40.7,79.7,13.8,22.3,61.1,32.7,57.6,480.8,187.6,27.2,17.8,232.6,53.1,106.7,40.7,14.9,55.7,75,14.6,19.8,25,74.7,23.3,48.6,593.2,51.6,55.8,8.3,3,7.4,13.8,142.9,29.4,30.8,0.9,59.9,27.5,3,32.9,6.8,4.2,18.2,8.8,4.3,13.1,14.3,1.8,3.7,14.2,105.2,1788,131.9,250.4,2170.3,335.8,496.3,319.7,1151.9,480.9,180.5,661.4,786.3,131.6,231.4,297,885.8,369,6377.4,140.1,661.4,55.8,4.2,58.6,167.5,142.9,6.8,22.7,8.8,3,1788,274.1,344.9
1989 Jul,549.5,71.1,727.5,109.2,128.2,404.1,162.8,65.8,228.5,267.1,42.2,86.3,126,344.6,2254.4,494.4,22.5,572.9,128.3,109.9,332.1,40.1,170.9,159.2,60.5,58.1,207.5,93.7,1625.9,314,356.7,48.6,93.3,26.2,168.1,76.6,34,110.6,111.3,24.1,40.1,57.9,166,72.5,1039.7,132.9,61.1,159.7,16.8,81.3,11.4,39.5,76.6,13.9,22,60.6,31.6,61.1,478.8,182,27.1,17.1,226.3,52.1,107.3,41.2,15.7,56.9,64.6,15.1,19.1,26.5,75.8,21.9,50.7,581.6,49.7,54.2,8,2.9,7.8,14.8,137.2,30.3,31.7,0.9,61.2,28.5,2.9,34.1,6.3,4.1,16.5,9.2,4.2,13.4,15.9,1.8,3.8,14.6,108.6,1781.2,134.9,246.9,2163.1,323.1,495.3,317.5,1135.8,460.1,174.5,634.6,715.1,133.9,233.1,302.2,897.7,370.9,6287.5,128.2,634.6,54.2,4.1,60.5,162.8,137.2,6.3,24.1,9.2,2.9,1781.2,267.1,344.6
1989 Aug,570.1,73.4,753.1,110.6,140.4,421.7,145.5,66,211.5,256.7,46.2,93.3,136.7,368.1,2299,525.8,23.5,605.7,136.2,94.1,325.5,37.4,163,165.2,64.2,58.9,218.1,90.2,1654.8,322,364.6,49.5,99.4,27.1,176,74.7,32.6,107.3,118.9,24.7,41.2,59.2,170.9,74.5,1066.9,139.2,61.7,167.6,21.1,88.5,10.9,36.7,79.1,14.7,23.1,63.3,33.3,61.7,496.9,191.6,27.8,18.5,237.8,49.4,104.9,41.2,15.5,56.7,67.4,14.9,20.1,27.7,79.4,24.3,52.5,598.7,52.8,57.6,8.6,3.1,7.8,14.6,145.9,32,33.3,1,64.8,29.6,3.1,35.6,6.4,4.3,17.1,8.2,4.1,12.3,14.3,1.9,4,15.8,109.5,1863,139.9,252.2,2255.1,328.3,513.3,319.9,1161.5,432.9,170.1,603,723.8,138.3,248.2,318.2,947.4,377.1,6436.4,140.4,603,57.6,4.3,64.2,145.5,145.9,6.4,24.7,8.2,3.1,1863,256.7,368.1
1989 Sep,575.8,84,768.5,117.8,130.2,420,161.6,72.1,233.7,272.6,48.7,96.5,144.5,380.2,2363.4,509.7,23.1,588.7,139.2,105.2,335.7,38.9,164.8,171.6,65,61.3,221.7,96.3,1670.8,330.6,374.8,51.1,96.6,35,182.7,77.2,35.9,113.1,128,26.7,40.2,62.1,172,77.7,1105.1,135.9,60.1,164.6,22.1,84.8,12,40.9,78.3,14.9,23.8,64.5,35.1,60.1,493.1,195,26.9,18.6,240.4,49.3,105.9,39.3,16.6,55.8,71.9,16.1,22,29.4,83.3,25.2,60.8,618.2,54,58.6,8.1,3.1,7.4,13.4,145.3,29.4,30.5,0.9,60.5,30.2,3.4,36.4,7,5.1,17.9,7.3,4.4,11.7,12.8,2.2,4.8,16.2,109,1860.5,149.5,252.6,2262.6,333.2,509.5,331.3,1174,452.9,183.4,636.3,757.9,147.3,251.4,334.5,967.7,387.8,6565.5,130.2,636.3,58.6,5.1,65,161.6,145.3,7,26.7,7.3,3.1,1860.5,272.6,380.2
1989 Oct,556.1,85.2,751.9,121.5,143.3,439.9,160.2,73.1,233.3,268.4,49.6,97.2,147.8,384.9,2380.7,503.4,22.8,585.7,139.7,111.3,345.6,40.3,170.3,174.6,63,63.3,222.2,111.9,1701.4,318.7,362.2,52,99.7,38.9,190.6,83.5,35.9,119.3,123.1,26.3,38.4,62.3,170.8,77.4,1096.8,137.2,60.8,165.6,24.9,86.4,11.8,41.8,78.8,14.6,23.1,62,35.9,60.8,495.5,186.7,26,18.5,231.2,50.8,109.8,41.6,16.6,58.2,69.8,16.1,21.8,29.2,83.5,27.1,61.9,614.5,52.5,57.4,7.2,3,8,13.9,144.1,30,31.2,0.9,60.1,30.2,3.4,36.4,6.9,5.1,18.8,7.2,4.9,12.1,15,2.3,5.1,16.5,112.4,1814.9,149.2,257.6,2221.7,341.9,515.7,359.8,1217.4,465,186.2,651.2,751.7,146.8,248.4,339.3,969.8,414,6605.4,143.3,651.2,57.4,5.1,63,160.2,144.1,6.9,26.3,7.2,3,1814.9,268.4,384.9
1989 Nov,586.8,88.7,789.3,137,185.3,511.9,184.6,82.3,266.9,329,54.4,100.7,168.4,413.6,2622.7,532.5,27.1,619.6,147.9,117.6,374.1,43.5,182.2,211.4,67.3,67,235.2,111.8,1826.1,326,370.5,55.5,101.4,41.5,198.4,85.9,38.9,124.8,142.3,27.3,41,67.1,179.8,76.2,1142.8,142.9,68,173.8,27.1,92.2,12.5,43.1,107,17.1,24.1,66.7,37.2,68,550.9,198.1,29.3,19.1,246.5,58.9,124.8,44.5,18.5,63,86.8,17.4,23.4,33.1,91.2,27.3,62.5,674.9,55.4,60.3,8.6,3.4,8.1,13.8,158.4,29.9,31.1,0.9,60,30.3,3.4,36.4,7.4,5.3,19.3,7.4,4.4,11.8,20.7,2.1,4.8,16.3,118.5,1902,161.6,263.9,2327.5,378.8,551.8,420.6,1351.2,505.5,204,709.5,923.8,156.8,263.3,373.9,1034.8,415.8,7154.3,185.3,709.5,60.3,5.3,67.3,184.6,158.4,7.4,27.3,7.4,3.4,1902,329,413.6
1989 Dec,702,146.7,983,146.3,228.9,629.1,244.7,117.5,362.2,560.9,75.3,119.6,242.6,532.7,3428.9,629.3,44.5,747.8,204.7,172.1,488.9,69,269.9,395.7,88.2,118.6,357.7,118.5,2496.8,375.5,422,65.9,144.9,63.3,274.2,103.7,53.5,157.2,239.3,42.1,54.8,99.4,246.9,81.2,1490.8,162.2,71.3,204.8,34.5,115.5,16.8,56.5,153.1,18.6,33.6,88.4,40,71.3,689.6,225.7,40,22.4,288,72.9,143.9,53.3,25.9,79.3,142.1,24.1,32.7,49.2,125,30.7,79.9,858.1,63.6,70,12.1,4.5,10.9,18.9,205.6,29.6,31.1,1.2,71,33.5,5.1,41.6,8.6,7.7,25.6,8.5,6.3,14.9,34.6,2.9,7.3,21.3,153.5,2221.3,258.4,308.7,2788.4,411.2,750.2,552.8,1714.2,670.1,294.6,964.7,1569.4,231,329.1,564.2,1415,453.8,9394.4,228.9,964.7,70,7.7,88.2,244.7,205.6,8.6,42.1,8.5,4.5,2221.3,560.9,532.7
1990 Jan,563.1,85.1,769.5,103.7,96.4,371.7,152.6,72.2,224.8,237.6,47.3,93.4,141.2,362.4,2305.3,531.1,22.7,618.1,136.5,111.5,332.5,39.6,153.1,153.2,67.8,66.4,245.5,106.9,1700.6,321,364,53.3,93.8,43,190,72.6,35.5,108.1,113.6,24.5,38.9,60.2,169.5,87.5,1102.4,139.8,62.6,169.9,23.9,89.7,11.6,41,73.3,14.3,22.6,63,37,62.6,499.4,193.2,23.9,19,236.2,49.2,101.5,36.1,15.9,52,64.7,15.5,21.1,28,81,27.5,63.7,599.2,52.1,57,7.7,2.8,8.3,14.9,142.7,27.2,28.2,0.7,54.1,28.9,2.9,34.5,6.6,4.7,18.7,5.7,4.2,9.9,15.5,1.9,4.3,14.5,107.8,1856.3,147,274.1,2277.4,315.4,505,308.1,1128.5,422.1,182.4,604.5,678.2,141.5,247.7,330.5,965.4,446.4,6511.6,96.4,604.5,57,4.7,67.8,152.6,142.7,6.6,24.5,5.7,2.8,1856.3,237.6,362.4
1990 Feb,558.2,75.5,748.3,96.2,95,350,129.3,64,193.3,201.6,46,88.1,139.8,367.3,2168.4,502.7,23.9,585.5,128.4,90.7,298.6,35.1,137.3,137,61.9,59.7,222.1,95.4,1564.1,314.3,353.3,49,92.7,39.1,180.8,56.9,29.2,86.1,96.6,23.4,35.1,56.2,158.7,73.4,1000.4,129.5,57.7,156.3,22.8,81.6,9.7,32.9,65.5,13.1,21,58.5,32.9,57.7,452.5,182.6,24,17.7,224.3,45.6,94.4,29.8,14.2,44.1,54.1,14.3,20.5,27.3,79.2,24.2,54.1,550.2,50.6,55.5,7.7,2.8,8.4,15,140.2,26.4,27.4,0.7,53.2,29.4,2.6,34.6,6.5,4.1,17.7,4.8,3.7,8.5,12.7,1.8,4.1,15,102,1793.7,136.8,254.8,2185.3,294.4,475.2,278.3,1048,357.6,159.1,516.7,586.2,132.1,229.6,315.6,930.4,392.1,6031,95,516.7,55.5,4.1,61.9,129.3,140.2,6.5,23.4,4.8,2.8,1793.7,201.6,367.3
1990 Mar,608.8,82.1,814.4,114,103.8,393.3,159.2,73,232.2,258.5,49.6,99.5,152.1,400.8,2422.6,568.4,26.4,660.9,131.6,99.9,313.2,38.2,152.5,167.7,67.9,62.1,221.3,100.2,1720.2,348.9,392.1,58.6,92.7,46.1,197.4,67.8,33.9,101.7,119.4,25.2,42.7,60.8,168.9,80.8,1124.4,150.1,65,182.1,21.2,88.9,11.7,40.4,76.3,14.9,23.6,66.8,38.5,65,519.5,212.1,25.2,20,257.4,54.7,108.2,35.3,14.8,50.1,67.8,15.1,23.6,27.4,83.4,28.6,63.2,630.2,59.3,64.5,8.5,3,8,15.7,157.8,29.9,31.1,0.9,60.3,30.9,3.3,37.1,7.3,4.3,19.3,6,4.2,10.3,16.3,2,4.3,15.9,114.4,2008.5,150.6,280.3,2439.5,330.4,511.8,306,1148.2,425,179.4,604.4,726.8,143.9,261.7,338.6,990.1,423.9,6749.3,103.8,604.4,64.5,4.3,67.9,159.2,157.8,7.3,25.2,6,3,2008.5,258.5,400.8
1990 Apr,570.2,79.9,768.9,105.9,97.1,368.8,168.8,70.5,239.3,260,45.6,99.2,135.8,364.7,2320.8,525.4,25.8,612.7,135.1,96.9,310.3,39.8,165.9,179.9,65.1,56.4,205.6,95,1658.3,327.7,368.5,50.3,86.1,37.6,174,69.7,33.6,103.3,112.6,24.6,40.4,59.6,164.2,77.9,1063.3,139.9,60.4,169.7,20.6,85.8,12.4,43.2,80.9,14.1,22.7,62.6,36.5,60.4,502.6,198.4,23.2,19.2,240.8,49.1,98.1,39.5,14.8,54.4,71.8,14.2,21.8,25.9,80.9,28.9,63.9,609.9,54.6,59.3,8.2,2.9,7.9,14.5,148.7,29.4,30.6,0.9,59,29.7,3.1,35.5,6.9,4.6,20.6,7.1,4.4,11.5,17.3,1.9,4.1,13.9,113.5,1875.4,144.3,266.4,2286,307.5,491.3,284.9,1083.7,456,179.3,635.3,744.1,138,252.2,312.4,922.4,413.1,6476.1,97.1,635.3,59.3,4.6,65.1,168.8,148.7,6.9,24.6,7.1,2.9,1875.4,260,364.7
1990 May,596.2,79.9,799.7,121.8,104.6,416.6,197.2,77.5,274.7,287.7,49.9,107.7,148,399.4,2494.2,548.1,25.1,636.2,147.6,102.2,337.7,42.6,181,190.5,70.3,61.3,225,92.6,1754,343.2,385.5,61.3,99.2,36.4,196.9,81.8,39.4,121.3,127.6,30,46.4,70.4,190.5,78.3,1164.5,148.2,62.7,178.6,22.2,97.1,12.9,45.7,89.5,15.5,23.7,66.9,37.1,62.7,540.6,207.3,23,20.2,250.6,56.1,109,42.3,15.9,58.2,76.9,15,25,27.6,85.5,29.8,64.5,644.6,56.8,62.1,10.5,3.2,8.5,15.1,162.1,30.9,32.3,1,65.1,31.6,3.6,38,9.1,4.8,22.9,7.8,4.5,12.3,19,2.1,4.3,15,122.8,1962.4,143.7,276.9,2382.9,352.8,559.3,299.5,1211.6,515.8,197.1,712.9,815.5,150.9,277.6,344.3,1016.2,414.3,6947.9,104.6,712.9,62.1,4.8,70.3,197.2,162.1,9.1,30,7.8,3.2,1962.4,287.7,399.4
1990 Jun,605.4,76,809,121.6,100.7,395.4,165.8,73.5,239.3,287.3,45.2,98.9,135.8,363.7,2400,530.3,24,617.9,141.1,90.1,315.4,40.6,174.7,197.8,59.8,57.6,203.8,97.3,1691.7,339.1,382.9,63.6,100.6,31.1,195.3,82.4,38.3,120.7,140.3,28.1,43.4,64.9,179.1,81.8,1161.2,143.7,61.3,175.5,20.4,92.2,11.8,43.1,82.7,15.3,21.9,63.3,37.3,61.3,518.2,202.3,21.7,19.8,243.8,55.4,109.7,40.3,15,55.2,81.6,14.3,23.7,26.7,84.3,31.2,69.1,643.8,55.9,61,9,2.7,9.1,15.3,155.7,31.3,32.7,0.9,65.1,32.5,3.9,39.1,7.7,5.1,23,7.9,4.4,12.3,19,2,4,14.4,123.2,1940.6,138.7,282.6,2361.9,347.7,533.5,279.2,1160.4,477.2,187.5,664.7,832.4,139.9,253.6,318.7,940.5,421.7,6758.9,100.7,664.7,61,5.1,59.8,165.8,155.7,7.7,28.1,7.9,2.7,1940.6,287.3,363.7
1990 Jul,594.8,71.1,791.8,113.4,98.2,385.5,165.5,70.8,236.3,256.5,46.2,101,138.7,378.8,2352.1,505.5,23.6,590.5,136.1,99.1,320.4,39.7,172.1,157.9,58.6,58.1,204.2,98.1,1638.6,338.2,382.1,61.5,93.8,28.3,183.6,74.5,35.7,110.2,109.1,28.2,46.9,65.6,184.8,82.6,1119,137.8,61.8,168.1,18.6,90.7,11.6,43.7,83.1,14.3,21.5,62.1,37.5,61.8,509.4,199.5,20.7,19.7,239.9,51.5,107.3,38.1,15.9,54,65.1,14.7,23.7,28.6,83.7,31.4,68.1,618,54.4,59.4,9.1,2.7,9,15.2,150,31.7,33.2,1,67.4,32,3.1,37.8,7.3,4.1,20.5,7.9,4.5,12.3,17.8,1.9,4,14.4,119,1894,130.7,278.2,2302.9,339.8,516.7,279.7,1136.2,466.1,181.8,647.9,710.3,142.1,258,324.9,961.2,422.5,6573.5,98.2,647.9,59.4,4.1,58.6,165.5,150,7.3,28.2,7.9,2.7,1894,256.5,378.8
1990 Aug,644.1,72.7,846.9,114.4,106.6,402.1,162.1,70.7,232.8,266.6,47.4,107.4,144.8,402.9,2467.1,549.4,25.3,638.2,143.6,100.2,331.2,39,166.1,173.4,64.3,62.5,220.1,97.6,1715.8,355.7,400.8,61.8,102.3,32.7,196.7,79.2,38.4,117.5,124.7,31.9,52.7,72.3,202.4,85,1197,152,63.8,184.5,23,95.9,11.3,40,83.5,16.5,23.5,67.5,39.3,63.8,535.2,213.9,22.4,20.5,256.8,54.4,108.2,38.5,14.4,52.9,71,14.3,25.2,27.3,85.4,32,68.7,642.9,60,65.6,9.8,3,9.2,15.3,162.7,34,35.6,1.1,69.9,34.5,3.4,40.6,7.6,3.9,21.1,7.1,4.3,11.4,17,1.9,4,15,120.5,2043.7,137.1,288.2,2469,342.1,544.6,299.3,1186,457.5,181.9,639.4,759.4,150.6,280,343.7,1029.4,429.6,6911.2,106.6,639.4,65.6,3.9,64.3,162.1,162.7,7.6,31.9,7.1,3,2043.7,266.6,402.9
1990 Sep,604.4,69,790.2,116.3,96.7,384.4,171.6,73.1,244.7,267,46.2,117,139.9,389.7,2379.4,517.9,24.5,602.3,125.9,98.8,301.2,37.8,156.3,164.2,61.5,59.1,206.7,90.3,1613.6,333.8,375.5,61.3,90.9,31.3,183.5,78.5,37.9,116.3,126.4,27.4,49.3,65.5,184.4,82.4,1129,138.1,66.1,168.3,22.2,87.1,12.1,40.1,77.4,15.3,23.5,65.2,38.2,66.1,504.2,198.1,21.6,20.1,239.9,47.8,104.6,34.2,15.8,50.1,67.5,15.5,23.3,29.8,86,34,74.3,622.3,55.2,60.7,9.3,3.1,9.9,16.7,155.1,31.4,32.9,1,67.2,32,3.3,38,6.9,4.3,20.3,6.4,4.3,10.7,16.8,1.9,4.2,14.4,118.5,1910.9,130.5,266.4,2307.8,329.3,492.3,289.7,1111.3,451.2,184.8,636,741.1,145.6,279.7,331.4,980.6,400.6,6589.3,96.7,636,60.7,4.3,61.5,171.6,155.1,6.9,27.4,6.4,3.1,1910.9,267,389.7
1990 Oct,630.1,73,826.4,126.7,113.3,429.3,187,77.7,264.7,277.7,51,126.6,151.6,416,2520.7,559.3,26.9,648.4,131.7,107.8,324.9,41.5,169.8,178.7,65,63.2,216.7,94,1723.7,355.5,399.1,64.9,99.2,35.9,200,84.7,38.6,123.3,129.7,30,52.5,70.9,199,84.7,1198.9,149.8,72.5,182.1,24.9,93.8,12.1,42.1,85.3,17.6,23.1,66.8,42,72.5,542.6,206.3,21.9,21.6,249.7,51.7,113.3,35.5,17.1,52.6,74.5,16.8,25.8,32.3,91.4,37,77.4,658.9,57.1,63.3,9.1,3.3,10.7,18.4,164.9,32.1,33.6,1.1,68.7,33.4,3.6,39.8,7.7,4.7,22,6.4,4.6,11,18.1,2.2,4.6,16.2,124.4,2023.7,137.9,280.8,2442.4,358.9,531,325.4,1215.3,487.2,195.6,682.8,786.6,155.7,302.1,355.9,1042.9,426.5,7002.9,113.3,682.8,63.3,4.7,65,187,164.9,7.7,30,6.4,3.3,2023.7,277.7,416
1990 Nov,665.7,83.6,874.6,126.5,126.2,447.6,202.3,83.4,285.7,327.3,54.2,120.9,163.9,426.9,2677.5,581.7,29.3,673.4,135.2,116.7,339.3,44.2,180.1,214.5,62.2,68.2,223,94.9,1813.5,362.8,406.1,66.8,107.2,39.3,213.3,89.2,39.9,129.1,149.1,30.1,46.9,73,193.3,83.5,1239.3,160,82.9,194.6,25.9,100.1,12.9,42.8,107.3,18.1,26.2,74.3,44.9,82.9,602,216.6,24.4,21.9,262.9,55.6,120.2,36.7,17.8,54.5,84.8,17.7,25.6,33.8,94.4,36.4,78.6,695.3,61.2,67.2,10.1,3.5,10.5,18,176,31.4,32.9,1,67.4,34.8,4.3,41.9,7.5,5.1,22.4,6.4,4.7,11.1,21.1,2.2,4.8,16.9,131.2,2114.1,155.2,284.1,2553.4,365.2,556.2,355.6,1277,515.3,207,722.3,931.5,163.4,288.6,380.2,1066.6,427.8,7402.3,126.2,722.3,67.2,5.1,62.2,202.3,176,7.5,30.1,6.4,3.5,2114.1,327.3,426.9
1990 Dec,737.9,121,995.4,137.8,159.5,577.5,272.5,114.5,387,561.4,72.5,131.4,215.8,513.2,3390.7,643.7,45.7,760.8,182.8,177.5,464.6,66.8,258.7,377.7,74.2,101.3,301.9,116,2372.9,395.5,442.2,67.9,150.6,57.2,275.7,109.7,58.6,168.3,241.4,47.5,55.6,111,264.3,91.7,1557.1,177.2,78.7,223.2,35.7,120.6,18.2,55,159.2,23.5,37.3,102.1,46.1,78.7,738.8,246.4,38.1,24.6,309,69.6,152.4,52.4,25,77.5,141.6,23.1,33.3,48,126.3,41.4,90.8,897.6,67.8,74.9,13,4.7,11.6,20.3,216.6,33,34.5,1.3,76.8,38.3,5.7,47.2,9,7.3,26.6,8.8,6.3,15.1,36.7,2.7,6.5,19.9,163.9,2339.9,233.3,314,2887.2,393.4,765.5,500.6,1659.5,690.7,295.1,985.8,1563.1,229.2,332.9,534.2,1373,482.4,9414.4,159.5,985.8,74.9,7.3,74.2,272.5,216.6,9,47.5,8.8,4.7,2339.9,561.4,513.2
1991 Jan,677.9,76.4,875.8,108.5,89.1,383.8,172.2,73.7,245.9,242.5,45.4,98.7,135.1,354,2420.6,576.5,24.3,664.9,131.3,108.5,322.4,42.6,156,154.4,58.6,60,214.9,103.6,1700.4,371.1,415.2,55.1,106.2,42,203.3,77.5,38.9,116.4,116.4,28.5,41.5,68.4,181.1,92.6,1196.6,161.7,71.4,195.2,20.4,89,12.7,42.2,76.5,19.4,24.7,71.4,42,71.4,545.8,217.2,23.1,21.7,262,48.9,100.7,32.9,15.5,48.3,66.6,14.7,20.8,28.6,79.4,36.1,78.3,635.3,61.3,67.3,9,3.1,11.3,18.7,162.4,30.4,31.6,0.8,58.9,34.2,2.8,39.9,6.6,4.8,20,5.9,4.5,10.4,16.2,1.9,4.3,14.3,117.3,2130.5,139.9,281.6,2551.9,318.1,532.3,296.9,1147.3,444.3,191.4,635.7,694,143.7,251.9,329.8,946.6,449.6,6837.2,89.1,635.7,67.3,4.8,58.6,172.2,162.4,6.6,28.5,5.9,3.1,2130.5,242.5,354
1991 Feb,617.3,67.3,796.9,104.4,99.6,374.8,144.2,65.2,209.4,209,43.5,98.2,135.5,366.8,2240.5,532.9,22.3,612.7,112.3,112.1,300,37.7,142.3,137.1,53.8,56.9,196.3,87,1555.3,338.8,378.8,51.9,100.1,44.8,196.8,65.1,32,97.1,98.6,26.1,38.3,63.5,170.2,82.7,1086.2,147.9,62.4,179.3,18.3,79.6,10.8,34.3,68.8,18.7,23.3,68.3,37.8,62.4,492.7,201.9,21.8,20,243.7,45.5,96.8,28.6,13.1,41.7,57.6,12.7,20.3,25.5,74.9,34,72.4,587.1,55.2,60.7,8.5,3,10.4,16.9,152.4,29.6,30.6,0.7,57,33.1,2.8,38.8,6.5,4.3,19,5,3.8,8.8,14.2,1.9,4.1,14.5,113.4,1956.7,127.1,257.7,2341.5,300.8,483.2,310.4,1094.5,385.3,166.2,551.5,604.7,133.5,241.2,316.9,921.3,398.7,6284.6,99.6,551.5,60.7,4.3,53.8,144.2,152.4,6.5,26.1,5,3,1956.7,209,366.8
